README.md:48: table-row 279 > 200	`--ship-logs`
tests/test_engine_data_socket.py:182: comment-block 6 > 4	"""The second true positive, and the one that pins spec 00101 D1's load-bearing claim: what A
tests/test_engine_execgate.py:474: comment-block 6 > 4	"""A record that cannot be read cannot SHOW any version was verified, so it must yield the
tests/test_engine_executor.py:1: file-prose 23 > 20
tests/test_engine_executor.py:335: comment-block 8 > 4	"""Move the held position the way a fill does, with the library's own `Position` doing the
tests/test_engine_executor.py:353: comment-block 7 > 4	"""One order by id across the whole index, open or closed, and None for an id it does not
tests/test_engine_executor.py:738: comment-block 8 > 4	"""`on_timer`'s catch-all is a backstop for the unforeseen, not a mechanism any test may lean on:
tests/test_engine_executor.py:882: comment-block 5 > 4	# `instrument.make_price` / `instrument.make_qty` round HALF-EVEN on the decimal the value is
tests/test_engine_executor.py:935: comment-block 5 > 4	"""`size_order` FLOORS to the venue step and what reaches the order factory is that floored
tests/test_engine_executor.py:1192: comment-block 7 > 4	"""`_start_intent` guards its two Cache reads separately and this cache refuses exactly the
tests/test_engine_executor.py:1312: comment-block 5 > 4	"""The LIVE spelling: production's free-cash read resolves on the `ZEUR`-then-`EUR` fallback's
tests/test_engine_executor.py:1479: comment-block 15 > 4	"""A REAL `OrderFilled`, carrying every field the executor's fill row reads in the venue's own
tests/test_engine_executor.py:1510: comment-block 7 > 4	"""Deliver a fill the way the venue does: the Cache position moves FIRST, then the strategy sees
tests/test_engine_executor.py:1523: comment-block 7 > 4	"""Run a real order through a real engine and read the Cache from inside the strategy's own event
tests/test_engine_executor.py:1618: comment-block 7 > 4	"""By the time a handler is dispatched an order event, the Cache has already applied it -- the
tests/test_engine_executor.py:1683: comment-block 7 > 4	"""The whole write-ahead path, driven with a REAL `LiquiditySide` member: a plain-string fake
tests/test_engine_executor.py:1707: comment-block 8 > 4	"""`_liquidity` sits on the write-ahead path, where a raise costs the fill its row, and it reads
tests/test_engine_executor.py:2233: comment-block 9 > 4	"""The publish reads a THREE-part condition -- `_active` set, phase `resting`, `placed_at`
tests/test_engine_executor.py:2473: comment-block 8 > 4	"""The pair that can tell reading the `reconciliation` flag from ignoring it: the same event
tests/test_engine_executor.py:2494: comment-block 5 > 4	"""`_on_rejected` reads the venue's error text to decide a rejection is a positive verdict; a
tests/test_engine_executor.py:2514: comment-block 5 > 4	"""The deliberate exception to the rule above: a reconciled fill is the venue's own report
tests/test_engine_executor.py:2883: comment-block 8 > 4	"""Spec 00090 D5 across a restart: an adopted order left resting must still have an appender, and
tests/test_engine_executor.py:3036: comment-block 5 > 4	"""A REAL `LimitOrder` resting at the venue, driven to ACCEPTED by the library's own events.
tests/test_engine_executor.py:3067: comment-block 5 > 4	"""Deliver an event on the external topic the way the venue does: the order the Cache holds takes
tests/test_engine_executor.py:3082: comment-block 6 > 4	"""The matched clean path end to end, and the pin on the DELEGATION ORDER: the trip runs FIRST,
tests/test_engine_executor.py:3218: comment-block 9 > 4	"""The ruled map, written from `validate_exec_record`'s own state names -- `_store` would refuse a
tests/test_engine_executor.py:3252: comment-block 7 > 4	"""A row that is COMPLETE may not be un-said by a later terminal ack: completion is inferred from
tests/test_engine_executor.py:3277: comment-block 8 > 4	"""Where reading the ORDER and reading the event's NAME part company, on the live trade path.
tests/test_engine_executor.py:3331: comment-block 11 > 4	"""A terminal the execution engine minted for itself is not a venue outcome, so it writes no venue
tests/test_engine_executor.py:3366: comment-block 5 > 4	"""A Cache whose `order()` refuses the way the real one does from INSIDE an order-event handler:
tests/test_engine_executor.py:3394: comment-block 8 > 4	"""A Cache read that RAISES must cost the row its terminal state and nothing else.
tests/test_engine_executor.py:3466: comment-block 6 > 4	"""A previous process's ledgered row plus the cache order reconciliation left behind for it, with
tests/test_engine_executor.py:3495: comment-block 9 > 4	"""The dead-band, and the arm that must produce NOTHING: the ledgered figure is a sum of per-fill
tests/test_engine_executor.py:3637: comment-block 11 > 4	"""A row a previous process CLOSED on `_FINISHED_QTY`, plus the venue order left behind for it,
tests/test_engine_executor.py:3675: comment-block 9 > 4	"""The one correction that lands on a FINISHED order, which `open_submitted_rows` cannot show
tests/test_engine_executor.py:3741: comment-block 6 > 4	"""One REAL `LimitOrder` per `OrderStatus` the library defines, driven there by the library's own
tests/test_engine_executor.py:3842: comment-block 10 > 4	"""The ONE map both row-state paths write through -- the startup reconciliation and the live
tests/test_engine_executor.py:3869: comment-block 5 > 4	"""Spec 00098's D7 meeting D1, the sequence where a mis-mirror costs money: the sweep repairs the
tests/test_engine_executor.py:3942: comment-block 5 > 4	"""A ledger failure may never cost the trip, which is why `_record_trip_fill`'s own `try` is
tests/test_engine_executor.py:4701: comment-block 8 > 4	"""The retention prune turns the true positive into a latched false kill, and this is that
tests/test_engine_executor.py:4746: comment-block 5 > 4	"""The outer catch's own defect, constructed rather than assumed: `validate_exec_record` checks a
tests/test_engine_executor.py:4765: comment-block 11 > 4	"""The missing-file path, which is NOT the same event as "the series has not started".
tests/test_engine_executor.py:4817: comment-block 6 > 4	"""The CAPTURE end of the scoping, driven through production because the three
tests/test_engine_executor.py:4906: comment-block 6 > 4	"""Production hands `ProbeExecutor` a nautilus `Strategy` and every test here hands it
tests/test_engine_executor.py:5013: comment-block 8 > 4	"""The two accessors the fill path takes off a commission -- `float(...)` for the amount and
tests/test_engine_executor.py:5102: comment-block 6 > 4	"""`_nautilus_standins` is the entire reach of the guard above, and
tests/test_engine_feeders.py:275: comment-block 5 > 4	"""Cycle 1: sleeves agree, governor off. Cycle 2: sleeves cancel, governor halves.
tests/test_engine_feeders.py:341: comment-block 6 > 4	"""The non-degenerate case: `limited` < `capped`, so the two shares differ.
tests/test_engine_feeders.py:848: comment-block 6 > 4	# --- schema 2: the twelve-symbol journal, through the REAL builder ---------------------------------
tests/test_engine_feeders.py:889: comment-block 6 > 4	"""The REPORT path must score a cycle under the same NAV the engine's trip does.
tests/test_engine_flatten.py:92: comment-block 5 > 4	"""Answers from a script and records every call; `raises` maps a method name to an exception the
tests/test_engine_flatten.py:680: comment-block 5 > 4	"""The other axis of the same contradiction: an estimate multiplied out of the raw balance sits
tests/test_engine_flatten.py:1432: comment-block 7 > 4	"""The submitted objects are the library's own types and the call binds against the real
tests/test_engine_flatten.py:1521: comment-block 5 > 4	"""Unreachable from `margin_legs`/`spot_legs`, the only two places a `Leg` is built, so this
tests/test_engine_flatten.py:1570: comment-block 5 > 4	"""An echo that starts raising the moment `trigger()` says so, and remembers what landed before
tests/test_engine_flatten.py:1694: comment-block 6 > 4	"""`BLIND_ORDER_READ_LEGS` is frozen text; recomputing it here keeps a basket change from
tests/test_engine_flatten.py:1712: comment-block 6 > 4	"""Exit 0 is the one answer that ends an incident, and it is derived from a read blind to an
tests/test_engine_flatten.py:1940: comment-block 5 > 4	"""`write_journal` dumps with `default=str`, a net that would quietly stringify a value nobody
tests/test_engine_flatten.py:2008: comment-block 5 > 4	"""Pre-write a display failure aborts cleanly: unguarded it is an `OSError` out of a function
tests/test_engine_flatten.py:2028: comment-block 5 > 4	"""Post-write a display failure may cost neither the exit code nor the journal: the cancel and
tests/test_engine_flatten.py:2047: comment-block 6 > 4	"""`write_journal`'s last act may not be able to raise: the two failures arrive together on an
tests/test_engine_flatten.py:2155: comment-block 6 > 4	"""The refusal goes through `_abort`, which LOGS and never echoes, so the log record is the only
tests/test_engine_flatten.py:2217: comment-block 5 > 4	"""The loop is the command's job and nothing below it can supply one: every one of the client's
tests/test_engine_flatten.py:2231: comment-block 5 > 4	"""Both parametrizations are needed: a body hardcoding `execute=False` sends nothing on an
tests/test_engine_flatten.py:2305: comment-block 7 > 4	"""Every call this module makes needs a running loop, and each of the seven raises before
tests/test_engine_flatten.py:2326: comment-block 5 > 4	"""The half no introspection can reach: `iscoroutinefunction` is False, so only a call inside a
tests/test_engine_flatten.py:2353: comment-block 6 > 4	"""Driven against the library's own `OrderBook`, so nothing here restates the venue's shape:
tests/test_engine_flatten.py:2419: comment-block 9 > 4	"""(label, stub instance, real class, plumbing) for every double in this file that stands in for
tests/test_engine_flatten.py:2443: comment-block 6 > 4	"""A stub MISSING something production reads goes red the first time a test runs it; a stub
tests/test_engine_flatten.py:2472: comment-block 5 > 4	"""`tests/test_engine_stub_fidelity.py`'s table is what CLAIMS the guard above covers a stub,
tests/test_engine_gate_cache.py:1: file-prose 22.8 > 20
tests/test_engine_gate_cache.py:119: comment-block 5 > 4	# replay_cycle reconciles the freshly read data against entry.n_bars/first_ts/last_ts and
tests/test_engine_gate_cache.py:138: comment-block 5 > 4	"""`_record()`'s default snapshots with exactly one field of `entries[index]` replaced, via
tests/test_engine_gate_cache.py:149: comment-block 5 > 4	"""D2's pin shape, shared by every evidence-key field test below: a field is pinned by a stale
tests/test_engine_gate_cache.py:186: comment-block 8 > 4	# Spec D3: evidence_fingerprint sorts entries by (pair, grid) before digesting them, so an
tests/test_engine_gate_cache.py:200: comment-block 5 > 4	# Finding 8/G9-G10 (spec D3): same order-preservation requirement as pair, and the same reason
tests/test_engine_gate_cache.py:295: comment-block 9 > 4	# Spec 00064 D9: the two files D3's wording always claimed but never hashed. command.py holds
tests/test_engine_gate_cache.py:367: comment-block 5 > 4	# Spec 00065 D1: coverage is DERIVED, so the roots are the only hand-maintained input left --
tests/test_engine_gate_cache.py:403: comment-block 6 > 4	# The two SEPARATE ways a package __init__ enters the closure, which fail independently:
tests/test_engine_gate_cache.py:435: comment-block 7 > 4	# Test-list 9 / D3. A synthetic tree whose root imports third-party and stdlib modules: the
tests/test_engine_gate_cache.py:499: comment-block 8 > 4	# THE GUARANTEE (spec 00065 D7-ii, test-list 2). The closure walker is only today's
tests/test_engine_gate_cache.py:534: comment-block 9 > 4	# Test-list 4/5, D4 + D7-iii. Determinism across PROCESSES and CWDs, not just across calls.
tests/test_engine_gate_cache.py:557: comment-block 6 > 4	# Test-list 6 / D5, on a synthetic tree carrying BOTH shapes a `from cli.pkg import X` can take:
tests/test_engine_gate_cache.py:576: comment-block 5 > 4	# D8: the EXCEPTION TYPE is the contract. `_evaluate_journal` degrades to the no-cache path by
tests/test_engine_gate_cache.py:729: comment-block 5 > 4	# D6: a v1 file on disk is rejected wholesale -- no partial read of its differently shaped
tests/test_engine_gate_cache.py:790: comment-block 5 > 4	# Spec D5, the one path where "discard the file" and "skip the bad row" diverge: a structurally
tests/test_engine_gate_cache.py:869: comment-block 6 > 4	# D5/D6: save_cache's `sorted(cache.entries.items())` compares keys; a cache
tests/test_engine_gate_cache.py:931: comment-block 7 > 4	"""`slice_of` returns `[0, _ROTATION_SLICES)` but `due_for_reverification` selects the current
tests/test_engine_gate_cache.py:978: comment-block 11 > 4	"""THE STRUCTURAL PIN (spec 00065 D10) -- the only test here that cannot go stale, because it
tests/test_engine_gate_export_cache.py:312: comment-block 5 > 4	"""`_evaluate_journal` must THREAD its route into the fingerprint --
tests/test_engine_gate_export_cache.py:436: comment-block 5 > 4	# Spec 00065 D8 -- the same degrade driven through the REAL replay_fingerprint rather than a stub
tests/test_engine_gate_export_cache.py:570: comment-block 6 > 4	"""THE KEYSTONE (T0077/spec 00062). A cache hit skips replay_cycle entirely, the ONLY place a
tests/test_engine_gate_export_cache.py:743: comment-block 5 > 4	"""D7: no `_total`-suffixed cache gauge remains. D5/D8:
tests/test_engine_gate_export_cache.py:820: comment-block 7 > 4	"""`_replay_one`'s `except EngineJournalError` branch, pinned by IDENTITY rather than by count:
tests/test_engine_journal_prune.py:1: comment-block 15 > 4	"""VPS engine-journal retention (spec 00070, T0021).
tests/test_engine_journal_prune.py:1: file-prose 26.2 > 20
tests/test_engine_journal_prune.py:48: comment-block 6 > 4	"""The paths ReadWritePaths actually grants.
tests/test_engine_journal_prune.py:71: comment-block 7 > 4	"""D2, the load-bearing guard: an engine outage longer than the window ages out EVERY day. An
tests/test_engine_journal_prune.py:97: comment-block 8 > 4	"""The AGE condition, isolated from the keep-newest floor.
tests/test_engine_journal_prune.py:125: comment-block 9 > 4	"""D3 calls this glob the entire safety argument, so mutate-test it rather than assert it.
tests/test_engine_journal_prune.py:189: comment-block 6 > 4	"""Alloy runs as the non-root zcrypto-alloy user, and `mv` PRESERVES mktemp's 0600 — so without
tests/test_engine_journal_prune.py:271: comment-block 5 > 4	"""Every role default the unit template interpolates, discovered from the template itself.
tests/test_engine_journal_prune.py:327: comment-block 7 > 4	"""T0100's defect in one assertion: a producer writing where no reader looks.
tests/test_engine_journal_prune.py:380: comment-block 5 > 4	"""`$(( 014 ))` is octal 12 in bash while `date -d "014 days ago"` reads decimal 14 — without a
tests/test_engine_metrics.py:109: comment-block 9 > 4	# The forming-row position the fake builder plants per sleeve, per asset -- deliberately shaped so
tests/test_engine_metrics.py:511: comment-block 7 > 4	# THE lazy-registration pin, the same reasoning as `zcrypto_engine_cycle_success` (cold-review
tests/test_engine_metrics.py:646: comment-block 9 > 4	"""A raw **schema-1** venue-<HH>.json, written directly (rather than through
tests/test_engine_metrics.py:689: comment-block 5 > 4	"""A raw **schema-2** venue-<HH>.json, written directly for the same avoid-nautilus reason
tests/test_engine_metrics.py:724: comment-block 7 > 4	"""A v1-SHAPED body (base-keyed instruments/positions, the v1 instrument-entry key set) stamped
tests/test_engine_metrics.py:1058: comment-block 7 > 4	"""Replaces `ExecutionGate` for every `run()` test in this file: the gate's own logic (venue
tests/test_engine_metrics.py:1164: comment-block 6 > 4	"""`cli.logging.config.configure()` sets `propagate = False` on the "zcrypto" logger on the
tests/test_engine_metrics.py:1266: comment-block 5 > 4	# --- run(): the sink's exec-envelope half (spec 00088 T6) --------------------------------------------
tests/test_engine_metrics.py:1415: comment-block 5 > 4	"""DERIVED from the executor's own call sites, never hand-listed: an outcome the executor emits
tests/test_engine_metrics.py:1427: comment-block 5 > 4	"""DERIVED from the real `LiquiditySide` and routed through the executor's own emit-site helper,
tests/test_engine_metrics.py:1517: comment-block 7 > 4	"""`unmatched` is the disposition that carries the signal, and it is the one whose ZERO has to be
tests/test_engine_metrics.py:1600: comment-block 5 > 4	"""The monitoring-gap discharge, read by VALUE: the sink writes the ledger BEFORE any gauge, so
tests/test_engine_metrics.py:1748: comment-block 5 > 4	# --- this file's own stub node is a restatement of LiveNode / LiveNodeHandle ---------------------
tests/test_engine_node.py:1: comment-block 6 > 4	"""The node wrapper (spec 00041): the boundary arithmetic, the restart-inside-a-passable-window
tests/test_engine_node.py:293: comment-block 5 > 4	# The probe performs the registration `build_shadow_node` performs -- `LiveNode.add_strategy` --
tests/test_engine_node.py:362: comment-block 5 > 4	"""The venue-visible identity is pinned at the value the engine holds today -- the id before
tests/test_engine_node.py:749: comment-block 12 > 4	# Each banned text mapped to the cli/ paths allowed to carry it and how many times; every entry is
tests/test_engine_node.py:769: comment-block 5 > 4	"""No file under cli/ carries any of the three widener texts, anywhere: the engine's
tests/test_engine_node.py:787: comment-block 8 > 4	"""The observer's OWN id is the tagless string the library reserves: `StrategyId` requires
tests/test_engine_node.py:1301: comment-block 5 > 4	"""Measured through the real assembly (spec 00100 D2): the observer registers under exactly
tests/test_engine_node.py:1345: comment-block 5 > 4	# Nothing in the node configuration selects instruments: the Kraken data client loads the venue's
tests/test_engine_node.py:1629: comment-block 6 > 4	# A native abort prints a stack only while faulthandler is armed, and nothing sets
tests/test_engine_soak.py:294: comment-block 5 > 4	"""All sleeves/mult carry n_periods+1 rows; governed_net carries n_periods. Single asset 'BTC'.
tests/test_engine_soak.py:2174: comment-block 5 > 4	"""A CycleRecord whose 240 SnapshotEntry hash-verifies against (h4_ts, closes) -- the data
tests/test_engine_soak.py:2410: comment-block 5 > 4	"""A clean segment whose records flip from schema 1 (base-keyed "BTC") to schema 2 (symbol-keyed
tests/test_engine_soak.py:2503: comment-block 5 > 4	"""The null and the realized series are judged metric against metric and `structural_metrics`
tests/test_engine_soak_command.py:40: comment-block 5 > 4	"""3 contiguous cycles at 00:00, 04:00, 08:00 on 2026-07-16 (single asset BTC, final_targets
tests/test_engine_soak_command.py:536: comment-block 5 > 4	"""5 contiguous cycles from 2026-07-16 00:00 whose journaled records flip from schema 1
tests/test_engine_soak_command.py:588: comment-block 6 > 4	"""A soak report over a window that straddles the deploy runs to a rendered report instead of
tests/test_engine_stub_fidelity.py:1: comment-block 40 > 4	"""Every test double in the engine suite, classified: what it stands in for, and how the standing-in
tests/test_engine_stub_fidelity.py:1: file-prose 30.6 > 20
tests/test_engine_stub_fidelity.py:50: comment-block 8 > 4	# What the walk must still find per module, so a walker that stops seeing a whole SHAPE of double
tests/test_engine_stub_fidelity.py:120: comment-block 5 > 4	# The red button drives the venue's HTTP client directly rather than the node, so all but one of
tests/test_engine_stub_fidelity.py:237: comment-block 9 > 4	"""The test doubles a walk can find without being told, in a parsed tree.
tests/test_engine_stub_fidelity.py:283: comment-block 8 > 4	"""The branch's own floor, and the only one it has.
tests/test_engine_tracking.py:1: comment-block 10 > 4	"""The tracking module's arithmetic, and the `engine tracking-report` end-to-end true-positive.
tests/test_engine_tracking.py:1: file-prose 21 > 20
tests/test_engine_tracking.py:500: comment-block 7 > 4	# One large taker fill beside nine tiny maker ones is a taker-heavy book; a count-weighted
tests/test_engine_tracking.py:779: comment-block 5 > 4	"""A journal slice and the venue snapshot the run reads its minimums from.
tests/test_engine_tracking.py:807: comment-block 6 > 4	"""A mount-free journal of one record per entry in `schema_versions`, on consecutive boundaries.
tests/test_engine_tracking.py:941: comment-block 5 > 4	# And the realized half must reproduce the book it was HANDED, week for week. Fed the floor
tests/test_engine_tracking.py:1162: comment-block 7 > 4	"""`drift_bps` -- the operand the kill switch trips on -- must come from the journaled NAV.
tests/test_engine_venuestate.py:39: comment-block 8 > 4	"""A REAL `CurrencyPair` at one leg's precisions -- what `Cache.instrument()` hands back.
tests/test_error_paths_are_logged.py:100: comment-block 7 > 4	"""The widened catch must not swallow either: click renders usage errors and `typer.Exit` as
tests/test_features_derivatives.py:1: file-prose 28.5 > 20
tests/test_features_derivatives.py:39: comment-block 5 > 4	"""Pins spec D5's null semantics: a null source value REPLACES the carry, it is not skipped.
tests/test_features_derivatives.py:51: comment-block 5 > 4	"""The three preconditions the as-of walk rests on, and the one it deliberately does not
tests/test_features_derivatives.py:66: comment-block 7 > 4	"""The look-ahead guard (spec D2/D10), in the form that actually bites.
tests/test_features_derivatives.py:84: comment-block 7 > 4	"""Planted signal (spec D10) under D7's pinned window: inclusive trailing window ending at k,
tests/test_features_derivatives.py:125: comment-block 6 > 4	"""The window half of the same guard: `_validate_window` must be CALLED, by both windowed forms.
tests/test_features_derivatives.py:138: comment-block 6 > 4	"""The causality guard for the three funding features (spec D2/D10), in the only form that bites.
tests/test_features_derivatives.py:197: comment-block 6 > 4	"""`oi_levels_from_raw` is a step a caller has to remember, and these three assertions are what
tests/test_features_derivatives.py:249: comment-block 14 > 4	"""Spec 00110 D5: no imputation. A null in, a null out -- never 0.0, never a trailing mean.
tests/test_features_derivatives.py:290: comment-block 7 > 4	"""The shape that motivated D6: an overall null rate reads as a nuisance while one year is
tests/test_features_derivatives.py:324: comment-block 6 > 4	"""`coverage_by_year`'s EARLIEST/LATEST contract, on the only input shape that can refute the
tests/test_features_validate.py:1: file-prose 25 > 20
tests/test_gap_distribution.py:1: comment-block 5 > 4	"""TDD for `infra/scripts/gap_distribution.py` — the Task-12 (spec 00050) instrument that pins
tests/test_git_mv_guard.py:1: comment-block 10 > 4	"""Spec 00082: the PostToolUse[Bash] git-mv guard.
tests/test_git_mv_guard.py:175: comment-block 5 > 4	"""`cd <dir>;git mv` -- no space before the separator, which a shell accepts and people write.
tests/test_infra_alert_rules.py:1: file-prose 31.3 > 20
tests/test_infra_alert_rules.py:72: comment-block 13 > 4	# --- A dead-man that cannot announce its own recovery -------------------------------------------
tests/test_infra_alert_rules.py:140: comment-block 6 > 4	# --- A shipped metric that nothing watches ------------------------------------------------------
tests/test_infra_alert_rules.py:226: comment-block 5 > 4	# The execution safety envelope's unwatched families; armed, kill_tripped and
tests/test_infra_alert_rules.py:236: comment-block 6 > 4	# A gating INPUT, not the venue alert itself: the underlying condition already pages from the
tests/test_infra_alert_rules.py:261: comment-block 11 > 4	# The external-events counter is a forensic instrument: `matched` rising is a restart-adopted
tests/test_infra_alert_rules.py:430: comment-block 7 > 4	"""`for` must STRICTLY exceed the `max(24h, window)` a HEALTHY drain holds this condition true,
tests/test_infra_alert_rules.py:447: comment-block 5 > 4	"""Replays nightly-gauge histories through the rule's OWN window and `for:` (read from
tests/test_infra_alert_rules.py:580: comment-block 5 > 4	# Path-agnostic across the runbook directory -- the procedures live in per-subsystem files and the
tests/test_infra_alert_rules.py:725: comment-block 7 > 4	"""The cross-pair `min by (host)` IS this rule: the minimum across pairs is what distinguishes
tests/test_infra_alert_rules.py:747: comment-block 9 > 4	"""`execErrState: OK` on these two ALONE, and it is the same blindness class as their
tests/test_infra_alert_rules.py:780: comment-block 5 > 4	# Both bars come from a linear fit in `infra/scripts/bench-ledger-scan.py` over synthetic records,
tests/test_infra_alert_rules.py:829: comment-block 6 > 4	# --- Grafana's template parser is stricter than Go's ------------------------------------------
tests/test_infra_alert_rules.py:851: comment-block 5 > 4	# --- the venue pair: a latch that cannot self-resolve, plus the recurrence signal that can --------
tests/test_infra_alert_rules.py:978: comment-block 6 > 4	"""Read the FLOOR not a sample (the rotation sawtooth spans MiB), compare across a 24 h band
tests/test_infra_alert_rules.py:1117: comment-block 5 > 4	"""`ops_alloy_memory_limit` is not overridden outside `roles/ops/defaults/main.yml`, the only
tests/test_infra_alert_rules.py:1157: comment-block 6 > 4	"""All three rules cover both capture daemons and the engine (primary only -- nothing listens on
tests/test_infra_alert_rules.py:1181: comment-block 7 > 4	"""A runbook citing a section in another runbook must cite one that exists.
tests/test_infra_alert_rules.py:1199: comment-block 6 > 4	# --- the engine dark WITH exposure open: the two-node conjunction IS the rule --------------------
tests/test_infra_alert_rules.py:1255: comment-block 7 > 4	"""Evaluation timestamps at which the rule is FIRING, over one `(position, scrape)` history.
tests/test_infra_alert_rules.py:1286: comment-block 8 > 4	"""Replays `(position, scrape)` histories through the rule's OWN lookback and `for:` -- both read
tests/test_infra_alert_rules.py:1345: comment-block 5 > 4	# The two controls: each replays the TRUE POSITIVE through a defective form of one node and
tests/test_infra_alert_rules.py:1425: comment-block 8 > 4	# Grafana Cloud's free tier retains 14 days of metrics AND logs. A query past that does not error --
tests/test_infra_alloy_series.py:1: file-prose 41.4 > 20
tests/test_infra_alloy_series.py:20: comment-block 8 > 4	# The series each host must ship. NAS: Role A/B (gate) + its host metrics. OPS: the four timer
tests/test_infra_alloy_series.py:30: comment-block 5 > 4	# T0079: `up` is alert-bearing on EVERY host -- the four `Fleet · Alloy dark` rules fire on its
tests/test_infra_alloy_series.py:36: comment-block 6 > 4	# 00069 T6/T7: the app daemons' own `/metrics` series, admitted per host below. The six
tests/test_infra_alloy_series.py:84: comment-block 5 > 4	# T0124: the shadow book combines three sleeves at fixed 1/3 weights and two have been flat for
tests/test_infra_alloy_series.py:101: comment-block 5 > 4	# The attended-window execution instruments (cli/engine/command.py's `_ExecutionMetrics`), plus
tests/test_infra_alloy_series.py:115: comment-block 5 > 4	# The external-events counter is pinned on the same grounds and one more: it is the only
tests/test_infra_alloy_series.py:127: comment-block 5 > 4	# 00089: venue truth -- the executor's ratified basket vs what Kraken's own instrument set and
tests/test_infra_alloy_series.py:152: comment-block 9 > 4	# ADMITTED by the NAS keep-regex but NOT published there any more: the overlay writer moved to the
tests/test_infra_alloy_series.py:165: comment-block 7 > 4	# Names assembled at runtime never appear as literals, so the scan cannot derive them. cli/archive/
tests/test_infra_alloy_series.py:182: comment-block 5 > 4	# spec 00097: alert-ADJACENT -- the cycle-duration rule's runbook triage reads this gauge first,
tests/test_infra_alloy_series.py:245: comment-block 6 > 4	# spec 00087: the tape-bars materializer's gauges. Admitted today only by the
tests/test_infra_alloy_series.py:255: comment-block 6 > 4	# T0083: the hc.io watchdog scrape's series. zcrypto-hcio-watchdog alerts on
tests/test_infra_alloy_series.py:271: comment-block 12 > 4	# The capture host's own alert-bearing families (cold-review Important 2): `Capture · spool disk
tests/test_infra_alloy_series.py:321: comment-block 6 > 4	# Native Alloy (D11, apt package, no docker) -- no `prometheus.exporter.self "alloy"` component in
tests/test_infra_alloy_series.py:401: comment-block 6 > 4	"""The D4 mechanism this task exists to implement (00069 T6/T7): the drop rule used to discard
tests/test_infra_alloy_series.py:455: comment-block 18 > 4	# ---------------------------------------------------------------------------
tests/test_infra_archive_pull_template.py:1: file-prose 21 > 20
tests/test_infra_compose_templates.py:1: comment-block 5 > 4	"""spec 00069 D10 / plan Task 6 Step 1 (cold-review I5): both Jinja guard branches of every
tests/test_infra_compose_templates.py:130: comment-block 10 > 4	# ---------------------------------------------------------------------------
tests/test_infra_continuity.py:1: file-prose 26.6 > 20
tests/test_infra_continuity.py:126: comment-block 8 > 4	"""The value under `field` on the row starting with `prefix`, located by CHARACTER RANGE from the
tests/test_infra_continuity.py:177: comment-block 11 > 4	"""For MEASURED streams the booked outage is density-independent: the same 200 s hole counts the
tests/test_infra_continuity.py:266: comment-block 5 > 4	"""A `--since` window does not move genesis (D5 + D10 through `main()`, the only path where that
tests/test_infra_continuity.py:332: comment-block 5 > 4	"""T0097's founding defect, closed by refusal: a stream sparse enough to self-calibrate into
tests/test_infra_continuity.py:380: comment-block 6 > 4	"""Pool-level half of the founding defect: two 200 s outages in an 11,389-interval pool trip the
tests/test_infra_continuity.py:406: comment-block 7 > 4	"""No false positive on legitimate spacing shapes.
tests/test_infra_continuity.py:469: comment-block 8 > 4	"""End-to-end wiring pin: every pool-level test above passes with `tail_steepness` implemented
tests/test_infra_continuity.py:528: comment-block 5 > 4	"""The `tail` column in all four slots at once: 2 on the refused stream, where the depth is the
tests/test_infra_continuity.py:573: comment-block 5 > 4	"""00079/D4's distinguishability on a MIXED tree, which is where it has to work: a contaminated
tests/test_infra_converge_guards.py:1: comment-block 5 > 4	"""Spec 00082: converge guards evaluated through Ansible's own templar.
tests/test_infra_converge_guards.py:433: comment-block 6 > 4	"""The journal path site.yml probes must be the engine role's `engine_state_dir` default — the
tests/test_infra_converge_guards.py:849: comment-block 11 > 4	"""Both directions from the REAL role, template and pyproject: a recorded version passes, an
tests/test_infra_converge_guards.py:1289: comment-block 5 > 4	"""The gate must pass BOTH healthy shapes and fail every drifted one.
tests/test_infra_converge_guards.py:1309: comment-block 6 > 4	"""The gate skips under check mode and is the role's last task, so nothing it can fail sits below it.
tests/test_infra_converge_guards.py:1331: comment-block 6 > 4	"""The running reader must read the PROCESS's argv and the rendered reader the unit FILE.
tests/test_infra_converge_guards.py:1372: comment-block 5 > 4	"""The reader emits `__not_running__` only when the unit is not running (MainPID 0).
tests/test_infra_converge_guards.py:1436: comment-block 7 > 4	"""`KillMode=process` is only safe because the unit ExecStarts the SERVER, not the node shim.
tests/test_infra_shell_templates_render.py:1: comment-block 6 > 4	"""Every shell template must render, through Ansible's own engine, to valid bash.
tests/test_infra_tape_bars_template.py:1: comment-block 5 > 4	"""Guard: `tape-bars.sh.j2` renders to the ops materializer's shell script, pinned against the real
tests/test_infra_unattended_upgrades.py:1: comment-block 7 > 4	"""The unattended-upgrades auto-reboot flip (spec 00071 D4, T0027).
tests/test_infra_verify_replay_template.py:1: file-prose 24.1 > 20
tests/test_infra_verify_replay_template.py:78: comment-block 6 > 4	"""spec 00077 D5 -- the dead-man ping gates on run_ok, not on the exit code.
tests/test_infra_verify_replay_template.py:89: comment-block 5 > 4	"""`set -u` without `pipefail`: `docker run | tee` reports tee's status, so every failure
